Date,Time,Temperature (C),Dew Point (C),Humidity (%),Wind Speed (km/h),Wind Gust (km/h),Pressure (hPa),Precip Rate (mm),Precip Accum (mm),Wind Direction,Solar Radiation (w/m2),UV
26/10/2025,21:49:17,18.4,16.6,89.0,0.0,0.0,1012.53,0.0,0.0,170,0.0,0.0
26/10/2025,21:54:05,18.3,16.5,89.0,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,21:58:53,18.2,16.4,89.4,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,22:04:53,18.1,16.4,90.0,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,22:09:53,18.0,16.3,90.0,0.0,0.0,1012.53,0.0,0.0,170,0.0,0.0
26/10/2025,22:14:53,18.0,16.3,90.0,0.0,0.0,1012.53,0.0,0.0,170,0.0,0.0
26/10/2025,22:19:47,17.9,16.4,90.9,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,22:24:53,17.8,16.3,91.0,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,22:29:53,17.6,16.3,91.7,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,22:34:53,17.6,16.3,92.0,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,22:39:53,17.6,16.3,92.0,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,22:44:53,17.6,16.3,91.8,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,22:49:53,17.6,16.3,91.8,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,22:54:53,17.4,16.1,92.0,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,22:59:53,17.4,15.9,91.0,0.0,0.0,1011.85,0.0,0.0,170,0.0,0.0
26/10/2025,23:04:53,17.5,15.9,90.0,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,23:09:53,17.6,15.9,89.8,0.0,0.0,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,23:14:53,17.7,16.0,90.0,0.0,0.0,1011.85,0.0,0.0,170,0.0,0.0
26/10/2025,23:19:53,17.7,15.9,89.5,0.0,0.0,1011.85,0.0,0.0,170,0.0,0.0
26/10/2025,23:24:53,17.6,15.9,89.0,0.7,3.2,1011.85,0.0,0.0,170,0.0,0.0
26/10/2025,23:29:53,17.6,15.8,89.0,2.5,3.2,1011.85,0.0,0.0,170,0.0,0.0
26/10/2025,23:34:53,17.7,15.9,89.0,0.6,2.7,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,23:39:53,17.7,15.8,88.5,0.6,2.4,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,23:44:53,17.7,15.7,88.0,1.9,3.2,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,23:49:53,17.8,15.8,88.0,3.2,3.5,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,23:54:53,17.8,15.7,87.6,2.6,3.2,1012.19,0.0,0.0,170,0.0,0.0
26/10/2025,23:59:53,17.7,15.5,87.0,3.0,3.5,1012.19,0.0,0.0,170,0.0,0.0
28/10/2025,00:04:52,16.7,15.0,90.2,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,00:09:52,16.9,15.3,90.6,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,00:14:52,16.8,15.2,90.6,0.6,3.5,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,00:19:52,17.0,15.1,88.2,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,00:24:52,17.4,15.4,87.5,1.0,3.2,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,00:29:52,17.5,15.5,87.9,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,00:34:52,17.4,15.4,88.2,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,00:39:52,17.5,15.5,88.0,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,00:44:52,17.5,15.5,88.0,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,00:49:52,17.3,15.5,89.0,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,00:54:52,17.3,15.5,89.1,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,00:59:52,17.2,15.3,88.6,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:04:52,17.3,15.3,87.8,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:09:52,17.4,15.4,88.0,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:14:52,17.4,15.4,88.2,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:19:52,17.4,15.3,87.3,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:24:52,17.5,15.4,87.3,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:29:52,17.6,15.1,85.5,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:34:52,17.9,15.5,85.8,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:39:52,17.8,15.5,86.7,0.1,2.4,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:44:52,17.5,15.3,86.8,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:49:52,17.3,15.1,87.3,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:54:52,17.1,15.1,88.0,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,01:59:52,17.0,15.0,88.0,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,02:04:47,17.0,15.0,88.2,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,02:09:52,16.9,15.0,89.0,0.0,0.0,1011.51,0.0,0.0,72,0.0,0.0
28/10/2025,02:14:52,16.7,14.9,89.0,0.0,0.0,1011.51,0.0,0.0,72,0.0,0.0
28/10/2025,02:19:40,16.7,14.8,88.7,0.1,2.4,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,02:24:59,16.8,14.5,86.5,1.5,3.2,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,02:29:52,17.0,14.8,87.1,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,02:34:52,17.0,14.7,86.8,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,02:39:52,16.9,14.7,86.9,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,02:44:52,16.9,14.7,87.0,0.0,0.0,1011.18,0.0,0.0,72,0.0,0.0
28/10/2025,02:49:52,17.0,14.6,86.2,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,02:54:52,16.7,14.6,87.6,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,02:59:52,16.7,14.6,87.6,0.0,0.0,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,03:04:52,16.5,14.6,88.5,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,03:09:52,16.4,14.4,88.2,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,03:14:52,16.6,14.2,85.8,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,03:19:52,17.0,14.4,84.8,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,03:24:52,17.1,14.6,85.0,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,03:29:52,16.9,14.5,86.0,0.0,0.0,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,03:34:59,16.6,14.2,86.0,0.0,0.0,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,03:39:52,16.8,14.3,85.0,0.0,0.0,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,03:44:52,17.0,14.5,85.3,0.0,0.0,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,03:49:52,17.0,14.5,84.8,0.0,0.0,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,03:54:52,17.2,14.4,84.2,0.4,2.7,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,03:59:52,17.3,14.3,82.4,0.5,2.4,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,04:04:40,17.6,14.0,79.4,1.1,2.7,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,04:09:52,17.8,14.2,79.9,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,04:14:52,17.8,14.1,79.7,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,04:19:40,17.6,14.1,80.5,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,04:24:52,17.4,14.1,81.4,0.0,0.0,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,04:29:52,17.0,14.0,82.6,0.0,0.0,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,04:34:52,17.0,14.1,83.1,0.0,0.0,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,04:39:52,17.1,14.2,82.9,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,04:44:59,17.1,14.3,83.1,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,04:49:52,17.0,14.2,83.8,0.0,0.0,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,04:54:40,16.8,14.3,84.8,0.0,0.0,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,04:59:59,16.8,14.3,84.9,0.2,2.4,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,05:04:52,16.8,14.3,84.9,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,05:09:52,16.6,14.2,85.3,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,05:14:52,16.4,14.1,86.4,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,05:19:52,16.4,14.1,86.3,0.1,2.4,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,05:24:52,16.5,14.1,85.3,1.3,3.2,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,05:29:52,16.9,14.0,83.8,1.3,3.2,1010.5,0.0,0.0,72,0.0,0.0
28/10/2025,05:34:52,17.2,14.3,83.1,1.2,3.2,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,05:39:52,17.3,14.5,84.0,0.0,0.0,1010.84,0.0,0.0,72,0.0,0.0
28/10/2025,05:44:52,16.9,14.4,85.0,0.0,0.0,1010.84,0.0,0.0,72,1.3,0.0
28/10/2025,05:49:52,16.9,14.2,84.5,0.0,0.0,1010.84,0.0,0.0,72,2.6,0.0
28/10/2025,05:54:52,17.0,14.2,84.0,1.9,3.5,1010.84,0.0,0.0,72,4.7,0.0
28/10/2025,05:59:52,17.1,14.2,83.0,3.3,4.2,1010.84,0.0,0.0,72,7.6,0.0
28/10/2025,06:04:52,17.2,14.3,82.8,1.4,3.2,1010.84,0.0,0.0,72,10.3,0.0
28/10/2025,06:09:52,17.3,14.0,81.6,2.5,3.9,1010.84,0.0,0.0,72,14.5,0.0
28/10/2025,06:14:52,17.4,13.9,80.3,1.3,3.2,1010.84,0.0,0.0,72,19.0,0.0
28/10/2025,06:19:52,17.7,13.7,77.6,2.1,3.5,1010.84,0.0,0.0,72,23.8,0.0
28/10/2025,06:24:52,18.1,13.7,75.5,0.7,2.7,1010.84,0.0,0.0,72,28.1,0.0
28/10/2025,06:29:52,18.6,13.8,74.1,1.8,3.5,1010.84,0.0,0.0,72,32.1,0.0
28/10/2025,06:34:52,18.9,14.1,74.0,0.0,0.0,1011.18,0.0,0.0,72,36.6,0.0
28/10/2025,06:39:52,18.9,14.3,74.8,1.5,3.2,1011.18,0.0,0.0,72,41.2,0.0
28/10/2025,06:44:52,19.1,14.1,73.0,0.1,2.4,1011.18,0.0,0.0,72,46.0,0.0
28/10/2025,06:49:52,19.7,14.3,71.3,1.4,3.2,1011.18,0.0,0.0,72,51.3,0.0
28/10/2025,06:54:52,20.0,14.6,71.1,1.5,3.5,1011.18,0.0,0.0,72,55.8,0.0
28/10/2025,06:59:52,20.2,14.5,70.0,1.3,3.2,1011.18,0.0,0.0,72,62.4,0.0
28/10/2025,07:04:52,20.7,14.9,69.3,0.7,2.7,1011.18,0.0,0.0,72,70.5,0.8
28/10/2025,07:09:52,21.1,15.2,69.4,0.1,2.4,1011.18,0.0,0.0,72,81.8,1.0
28/10/2025,07:14:52,21.5,15.2,67.4,0.6,3.2,1011.18,0.0,0.0,72,93.8,0.9
28/10/2025,07:19:52,21.9,15.4,66.9,2.1,3.9,1011.18,0.0,0.0,67,104.9,0.6
28/10/2025,07:24:52,21.7,15.3,67.2,1.3,3.2,1011.18,0.0,0.0,54,119.4,0.9
28/10/2025,07:29:52,21.6,15.3,67.6,3.1,3.9,1011.18,0.0,0.0,54,135.3,0.9
28/10/2025,07:34:52,21.3,15.0,67.4,1.4,3.2,1011.18,0.0,0.0,54,151.2,0.9
28/10/2025,07:39:52,21.9,14.6,63.4,1.3,3.5,1011.18,0.0,0.0,54,169.2,1.0
28/10/2025,07:44:52,21.8,15.1,65.6,2.6,6.1,1011.18,0.0,0.0,54,189.3,1.0
28/10/2025,07:49:52,21.9,14.6,63.1,1.4,3.5,1011.18,0.0,0.0,54,211.9,1.7
28/10/2025,07:54:40,22.3,15.1,63.6,4.0,7.4,1011.18,0.0,0.0,55,233.8,1.9
28/10/2025,07:59:52,21.7,14.8,64.8,3.1,3.9,1011.18,0.0,0.0,36,252.4,1.9
28/10/2025,08:04:52,22.4,14.8,62.0,1.8,4.2,1011.51,0.0,0.0,346,269.8,2.0
28/10/2025,08:09:52,23.3,15.0,60.0,1.8,4.2,1011.51,0.0,0.0,327,284.4,2.0
28/10/2025,08:14:52,23.6,15.1,59.3,2.5,4.2,1011.51,0.0,0.0,37,299.4,2.3
28/10/2025,08:19:52,22.6,14.9,61.9,3.3,6.4,1011.51,0.0,0.0,47,315.4,2.4
28/10/2025,08:24:52,22.7,14.7,60.9,2.0,3.9,1011.51,0.0,0.0,10,330.1,2.8
28/10/2025,08:29:52,23.5,14.8,58.3,3.0,6.4,1011.51,0.0,0.0,49,348.3,3.2
28/10/2025,08:34:52,24.0,15.1,57.7,2.0,4.2,1011.85,0.0,0.0,55,363.0,3.2
28/10/2025,08:39:52,24.3,15.3,57.2,2.7,4.2,1011.85,0.0,0.0,89,378.1,4.1
28/10/2025,08:44:52,24.0,15.2,57.8,1.9,3.9,1011.85,0.0,0.0,328,395.2,4.4
28/10/2025,08:49:52,24.4,15.2,56.3,2.8,6.1,1011.85,0.0,0.0,63,414.6,5.1
28/10/2025,08:54:52,24.5,15.4,56.8,2.8,3.9,1011.85,0.0,0.0,91,431.7,4.9
28/10/2025,08:59:52,24.0,14.8,56.6,2.3,4.2,1011.85,0.0,0.0,348,447.3,5.7
28/10/2025,09:04:52,24.6,15.0,54.9,2.7,6.4,1011.85,0.0,0.0,332,467.3,4.5
28/10/2025,09:09:40,24.4,15.2,56.6,4.0,7.4,1011.85,0.0,0.0,34,484.0,5.6
28/10/2025,09:14:40,23.9,14.6,56.1,3.1,6.4,1011.85,0.0,0.0,65,501.1,5.3
28/10/2025,09:19:52,24.7,14.9,54.2,2.5,3.5,1011.85,0.0,0.0,88,516.7,5.4
28/10/2025,09:24:52,25.2,15.0,53.2,2.5,4.2,1011.85,0.0,0.0,105,529.2,6.1
28/10/2025,09:29:40,24.9,15.3,55.3,3.7,6.1,1011.85,0.0,0.0,268,546.0,6.7
28/10/2025,09:34:52,24.7,15.2,55.4,3.4,6.1,1011.51,0.0,0.0,311,558.5,6.0
28/10/2025,09:39:52,24.3,14.9,56.2,3.7,6.8,1011.51,0.0,0.0,251,574.3,5.5
28/10/2025,09:44:28,24.6,14.5,53.3,3.0,4.2,1011.51,0.0,0.0,234,583.6,5.8
28/10/2025,09:49:52,25.1,14.8,53.0,4.2,7.9,1011.85,0.0,0.0,242,593.5,5.5
28/10/2025,09:54:52,25.2,15.0,53.0,4.0,7.4,1011.85,0.0,0.0,247,601.7,5.5
28/10/2025,09:59:52,25.2,15.0,53.3,4.7,8.5,1011.51,0.0,0.0,249,612.7,6.6
28/10/2025,10:04:52,24.9,14.8,53.3,3.9,8.5,1011.51,0.0,0.0,232,620.0,6.6
28/10/2025,10:09:52,25.4,14.4,50.6,3.6,8.5,1011.51,0.0,0.0,107,629.2,6.0
28/10/2025,10:14:52,25.8,14.7,50.3,2.7,6.4,1011.51,0.0,0.0,248,639.0,6.4
28/10/2025,10:19:52,26.0,14.6,49.4,3.3,7.4,1011.51,0.0,0.0,214,642.7,5.5
28/10/2025,10:24:40,25.7,14.3,49.4,2.9,7.9,1011.51,0.0,0.0,139,645.4,5.6
28/10/2025,10:29:52,26.0,14.3,48.4,3.1,6.1,1011.51,0.0,0.0,158,652.1,5.6
28/10/2025,10:34:52,26.0,14.4,48.7,3.2,6.4,1011.51,0.0,0.0,223,652.5,5.3
28/10/2025,10:39:52,25.6,14.4,50.1,3.8,6.8,1011.51,0.0,0.0,260,650.4,7.6
28/10/2025,10:44:52,26.0,14.2,48.3,3.3,6.4,1011.51,0.0,0.0,283,655.8,7.4
28/10/2025,10:49:40,26.1,14.1,47.7,3.2,6.4,1011.51,0.0,0.0,66,660.2,7.1
28/10/2025,10:54:40,26.0,14.3,48.3,3.4,6.4,1011.51,0.0,0.0,84,662.8,6.4
28/10/2025,10:59:52,25.9,14.5,49.3,3.0,6.4,1011.51,0.0,0.0,213,665.3,7.5
28/10/2025,11:04:52,26.0,14.5,49.0,3.6,6.8,1011.18,0.0,0.0,291,666.2,6.8
28/10/2025,11:09:52,25.7,14.7,50.5,5.0,9.7,1011.18,0.0,0.0,230,666.8,7.9
28/10/2025,11:14:52,25.8,14.6,50.0,4.2,7.9,1011.18,0.0,0.0,304,666.0,6.7
28/10/2025,11:19:52,25.6,14.3,49.7,4.0,8.9,1011.18,0.0,0.0,358,668.0,7.6
28/10/2025,11:24:28,25.6,14.3,49.7,4.4,7.9,1011.18,0.0,0.0,241,668.7,7.1
28/10/2025,11:29:52,26.0,14.1,47.8,3.7,6.8,1010.84,0.0,0.0,223,669.8,6.8
28/10/2025,11:34:52,26.6,14.7,48.2,4.3,8.5,1010.84,0.0,0.0,85,670.6,7.8
28/10/2025,11:39:52,26.3,15.0,49.6,4.3,8.5,1010.84,0.0,0.0,141,668.7,7.6
28/10/2025,11:44:52,26.0,14.8,50.2,5.0,8.5,1010.84,0.0,0.0,253,667.9,6.4
28/10/2025,11:49:52,26.1,14.7,49.3,3.9,9.7,1010.84,0.0,0.0,83,664.8,5.9
28/10/2025,11:54:52,26.5,14.6,48.2,4.4,7.4,1010.84,0.0,0.0,224,663.0,6.6
28/10/2025,11:59:52,26.4,14.9,49.5,5.8,10.0,1010.84,0.0,0.0,255,662.3,7.0
28/10/2025,12:04:52,25.6,14.7,50.7,4.5,7.9,1010.5,0.0,0.0,303,657.2,6.4
28/10/2025,12:09:52,26.2,14.5,48.6,3.8,7.9,1010.5,0.0,0.0,25,654.3,6.2
28/10/2025,12:14:52,26.7,14.7,47.9,4.3,8.9,1010.5,0.0,0.0,85,648.7,6.8
28/10/2025,12:19:52,26.5,14.6,48.3,3.4,7.4,1010.5,0.0,0.0,268,642.0,7.2
28/10/2025,12:24:52,26.8,14.7,47.5,4.2,6.4,1010.5,0.0,0.0,150,634.5,7.6
28/10/2025,12:29:59,26.7,14.7,47.8,4.4,8.9,1010.5,0.0,0.0,19,629.7,7.6
28/10/2025,12:34:52,26.8,14.8,47.8,5.3,9.7,1010.5,0.0,0.0,269,625.1,7.6
28/10/2025,12:39:52,27.0,14.6,46.8,4.9,7.4,1010.5,0.0,0.0,226,619.7,6.4
28/10/2025,12:44:52,27.0,14.4,46.4,3.3,8.5,1010.5,0.0,0.0,232,608.5,6.4
28/10/2025,12:49:52,26.9,14.5,46.6,5.3,9.7,1010.5,0.0,0.0,180,598.2,6.3
28/10/2025,12:54:52,26.8,14.4,46.5,4.7,11.1,1010.5,0.0,0.0,274,590.1,6.2
28/10/2025,12:59:52,27.1,14.3,45.7,4.8,10.8,1010.5,0.0,0.0,260,584.5,6.2
28/10/2025,13:04:52,26.8,14.3,46.4,4.4,7.9,1010.5,0.0,0.0,129,571.4,6.6
28/10/2025,13:09:52,27.0,14.3,46.0,4.1,8.9,1010.5,0.0,0.0,257,563.0,5.9
28/10/2025,13:14:52,27.1,14.5,46.3,4.1,7.9,1010.5,0.0,0.0,208,549.8,5.7
28/10/2025,13:19:52,27.1,14.5,46.0,4.2,8.5,1010.5,0.0,0.0,247,549.7,5.0
28/10/2025,13:24:52,27.2,14.7,46.7,4.4,7.9,1010.5,0.0,0.0,266,528.7,5.7
28/10/2025,13:29:52,27.0,14.3,45.8,3.4,10.3,1010.5,0.0,0.0,194,517.7,5.0
28/10/2025,13:34:52,27.1,14.5,46.3,4.6,13.2,1010.16,0.0,0.0,71,505.4,6.3
28/10/2025,13:39:52,26.8,14.8,47.9,4.8,10.0,1010.16,0.0,0.0,357,485.9,5.5
28/10/2025,13:44:52,27.0,14.6,46.7,3.9,6.8,1010.16,0.0,0.0,216,474.2,5.1
28/10/2025,13:49:52,27.1,15.3,48.4,4.5,11.1,1010.16,0.0,0.0,307,462.5,4.8
28/10/2025,13:54:52,27.0,15.3,49.0,4.7,9.3,1010.16,0.0,0.0,242,444.0,3.6
28/10/2025,13:59:52,27.0,15.6,49.7,4.9,11.4,1010.16,0.0,0.0,239,427.6,4.0
28/10/2025,14:04:40,26.7,15.7,50.9,4.9,10.0,1010.16,0.0,0.0,254,409.9,3.1
28/10/2025,14:09:52,26.9,15.6,50.1,2.7,4.2,1010.16,0.0,0.0,111,396.9,3.4
28/10/2025,14:14:52,26.9,16.0,51.2,4.2,8.5,1010.16,0.0,0.0,256,383.1,4.0
28/10/2025,14:19:52,26.5,15.8,51.9,4.8,10.0,1010.16,0.0,0.0,264,367.5,4.0
28/10/2025,14:24:52,26.5,15.9,52.1,4.3,8.9,1010.16,0.0,0.0,209,353.2,2.7
28/10/2025,14:29:52,26.4,16.2,53.2,4.4,8.9,1010.16,0.0,0.0,326,337.1,2.6
28/10/2025,14:34:52,26.3,16.1,53.3,3.5,6.8,1010.16,0.0,0.0,203,325.9,2.4
28/10/2025,14:39:52,26.6,16.2,52.5,3.6,7.4,1010.16,0.0,0.0,246,316.2,2.4
28/10/2025,14:44:52,26.4,16.4,54.0,5.0,8.5,1010.16,0.0,0.0,269,293.9,2.0
28/10/2025,14:49:52,25.9,16.2,55.2,5.1,10.0,1010.16,0.0,0.0,252,274.0,2.0
28/10/2025,14:54:52,25.9,16.3,55.4,3.5,7.9,1010.16,0.0,0.0,250,254.7,1.5
28/10/2025,14:59:52,26.0,16.4,55.5,4.2,7.9,1010.16,0.0,0.0,254,242.9,1.5
28/10/2025,15:04:52,25.7,16.3,56.4,4.2,7.9,1009.82,0.0,0.0,235,219.7,1.3
28/10/2025,15:09:52,25.6,16.3,56.4,3.6,11.1,1009.82,0.0,0.0,309,205.9,1.3
28/10/2025,15:14:52,25.5,16.7,58.0,4.6,7.9,1009.82,0.0,0.0,241,190.0,1.1
28/10/2025,15:19:40,25.7,16.9,58.5,4.3,6.8,1009.82,0.0,0.0,236,176.0,1.1
28/10/2025,15:24:52,25.6,17.1,59.7,4.2,7.9,1009.82,0.0,0.0,256,160.0,1.2
28/10/2025,15:29:52,25.4,17.1,60.3,5.1,8.9,1009.82,0.0,0.0,252,142.4,1.2
28/10/2025,15:34:52,25.0,17.2,61.9,4.2,8.9,1009.82,0.0,0.0,306,128.9,1.0
28/10/2025,15:39:52,24.9,17.4,62.9,5.0,8.5,1009.82,0.0,0.0,262,113.5,0.8
28/10/2025,15:44:52,24.7,17.4,63.8,4.9,11.4,1009.82,0.0,0.0,228,100.0,0.6
28/10/2025,15:49:52,24.3,17.3,65.1,4.6,10.8,1009.82,0.0,0.0,249,85.9,0.5
28/10/2025,15:54:52,24.3,17.5,65.9,4.3,6.8,1009.82,0.0,0.0,320,77.2,0.5
28/10/2025,15:59:52,24.3,17.4,65.8,2.8,7.9,1009.82,0.0,0.0,262,67.5,0.0
28/10/2025,16:04:52,24.0,17.3,66.5,3.4,7.9,1009.82,0.0,0.0,228,62.1,0.0
28/10/2025,16:09:52,23.6,17.3,68.1,3.9,9.7,1009.82,0.0,0.0,213,54.9,0.0
28/10/2025,16:14:52,23.4,17.4,68.9,3.8,8.9,1010.16,0.0,0.0,238,51.3,0.0
28/10/2025,16:19:52,23.2,17.4,69.9,3.3,6.4,1010.16,0.0,0.0,252,45.3,0.0
28/10/2025,16:24:40,22.7,17.4,71.9,3.6,6.4,1010.16,0.0,0.0,118,40.4,0.0
28/10/2025,16:29:52,22.6,17.5,72.8,2.5,6.1,1010.16,0.0,0.0,235,34.6,0.0
28/10/2025,16:34:52,22.3,17.5,74.2,2.8,4.2,1010.16,0.0,0.0,258,28.9,0.0
28/10/2025,16:39:52,22.0,17.4,75.7,2.5,4.2,1010.16,0.0,0.0,166,23.3,0.0
28/10/2025,16:44:52,21.6,17.4,77.0,1.0,3.5,1010.16,0.0,0.0,207,17.5,0.0
28/10/2025,16:49:52,21.2,17.2,78.6,0.6,3.5,1010.16,0.0,0.0,153,12.3,0.0
28/10/2025,16:54:40,20.9,17.1,79.5,0.3,2.4,1010.16,0.0,0.0,145,7.9,0.0
28/10/2025,16:59:52,20.8,17.2,80.4,0.2,2.7,1010.16,0.0,0.0,145,5.1,0.0
28/10/2025,17:04:52,20.6,17.2,80.8,0.7,3.2,1010.16,0.0,0.0,146,2.6,0.0
28/10/2025,17:09:28,20.4,17.1,82.0,0.0,0.0,1010.5,0.0,0.0,146,1.2,0.0
28/10/2025,17:14:52,20.1,17.1,83.1,0.1,2.4,1010.5,0.0,0.0,146,0.2,0.0
28/10/2025,17:19:52,19.9,17.0,84.0,0.0,0.0,1010.5,0.0,0.0,146,0.0,0.0
28/10/2025,17:24:40,19.7,17.0,84.9,0.0,0.0,1010.5,0.0,0.0,146,0.0,0.0
28/10/2025,17:29:52,19.7,17.1,85.0,1.3,3.5,1010.5,0.0,0.0,146,0.0,0.0
28/10/2025,17:34:40,19.8,17.0,84.4,0.3,2.7,1010.5,0.0,0.0,146,0.0,0.0
28/10/2025,17:39:52,19.9,17.0,84.1,0.2,3.2,1010.5,0.0,0.0,146,0.0,0.0
28/10/2025,17:44:52,19.9,17.2,84.8,0.4,2.7,1010.5,0.0,0.0,146,0.0,0.0
28/10/2025,17:49:52,19.9,17.2,84.6,1.0,3.5,1010.84,0.0,0.0,146,0.0,0.0
28/10/2025,17:54:52,19.8,17.2,85.2,0.4,3.5,1010.84,0.0,0.0,146,0.0,0.0
28/10/2025,17:59:52,19.7,17.1,85.1,0.4,2.7,1010.84,0.0,0.0,146,0.0,0.0
28/10/2025,18:04:52,19.7,17.1,85.5,1.1,6.1,1010.84,0.0,0.0,117,0.0,0.0
28/10/2025,18:09:52,19.6,17.1,85.9,0.3,3.2,1010.84,0.0,0.0,4,0.0,0.0
28/10/2025,18:14:52,19.6,17.1,86.0,0.7,3.2,1010.84,0.0,0.0,4,0.0,0.0
28/10/2025,18:19:40,19.5,17.1,86.0,0.2,2.7,1010.84,0.0,0.0,4,0.0,0.0
28/10/2025,18:24:52,19.4,17.1,86.7,0.0,0.0,1010.84,0.0,0.0,4,0.0,0.0
